"type"," text " 
"ham"," Yup   i ' ve   finished   c   ü   there ... " 

"ham"," Remember   to   ask   alex   about   his   pizza " 

"ham"," No   da .. today   also   i   forgot .. " 

"ham"," Ola   would   get   back   to   you   maybe   not   today   but   I   ve   told   him   you   can   be   his   direct   link   in   the   US   in   getting   cars   he   bids   for   online
"ham"," Fwiw   the   reason   I ' m   only   around   when   it ' s   time   to   smoke   is   that   because   of   gas   I   can   only   afford   to   be   around   when   someone   tells   me   to   be   and   that   apparently   only   happens   when   somebody   wants   to   light   up " 

"ham"," Hello
"ham"," Congrats   kano .. whr   s   the   treat   maga ? " 

"ham"," Who   u   talking   about ? " 

"ham"," Yup ... " 

"ham"," Ok ... " 

"ham"," U   wake   up   already ?   Wat   u   doing ?   U   picking   us   up   later   rite ?   I ' m   taking   sq825
"ham"," Yunny   i ' m   walking   in   citylink   now   ü   faster   come   down ...   Me   very   hungry ... " 

"ham"," Er   yep   sure .   Props ? " 

"ham"," Hiya  
"spam"," U   have   won   a   nokia   6230   plus   a   free   digital   camera .   This   is   what   u   get   when   u   win   our   FREE   auction .   To   take   part   send   NOKIA   to   83383   now .   POBOX114 / 14 TCR / W1   16 " 

"ham"," Ok   ill   send   you   with   in     & lt ; DECIMAL & gt ;     ok . " 

"ham"," Bognor   it   is !   Should   be   splendid   at   this   time   of   year . " 

"ham"," Yes . i ' m   in   office   da : ) " 

"ham"," Sorry
"ham"," Joy ' s   father   is   John .   Then   John   is   the   NAME   of   Joy ' s   father .   Mandan " 

"ham"," Ok .   I   only   ask   abt   e   movie .   U   wan   ktv   oso ? " 

"ham"," Misplaced   your   number   and   was   sending   texts   to   your   old   number .   Wondering   why   i ' ve   not   heard   from   you   this   year .   All   the   best   in   your   mcat .   Got   this   number   from   my   atlanta   friends " 

"ham"," Sorry
"ham"," Dunno   lei ...   I   might   b   eatin   wif   my   frens ...   If   ü   wan   to   eat   then   i   wait   4   ü   lar " 

"ham"," Sorry
"spam"," FREE   entry   into   our   £ 250   weekly   comp   just   send   the   word   WIN   to   80086   NOW .   18   T & C   www . txttowin . co . uk " 

"ham"," Say   this   slowly . ?   GOD
"ham"," Do   u   noe   how   2   send   files   between   2   computers ? " 

"ham"," Mmmmm   ...   I   loved   waking   to   your   words   this   morning   !   I   miss   you   too
"ham"," jay   says   he ' ll   put   in     & lt ; #& gt ; " 

"ham"," Can   you   just   come   in   for   a   sec ?   There ' s   somebody   here   I   want   you   to   see " 

"ham"," So   the   sun   is   anti   sleep   medicine . " 

"ham"," What ' s   happening   with   you .   Have   you   gotten   a   job   and   have   you   begun   registration   for   permanent   residency " 

"ham"," Yup   ok ... " 

"ham"," Glad   it   went   well   : )   come   over   at   11   then   we ' ll   have   plenty   of   time   before   claire   goes   to   work . " 

"ham"," Ok   enjoy   .   R   u   there   in   home . " 

"ham"," Can   you   pls   pls   send   me   a   mail   on   all   you   know   about   relatives   coming   to   deliver   here ?   All   you   know   about   costs
"ham"," You   do   what   all   you   like " 

"ham"," That ' s   y   we   haf   to   combine   n   c   how   lor ... " 

"ham"," The   monthly   amount   is   not   that   terrible   and   you   will   not   pay   anything   till   6 months   after   finishing   school . " 

"ham"," Hmmm : ) how   many   players   selected ? " 

"ham"," They   said   if   its   gonna   snow
"ham"," I   dont .   Can   you   send   it   to   me .   Plus   how ' s   mode . " 

"ham"," Aiyo   please   ü   got   time   meh . " 

"ham"," Package   all   your   programs   well " 

"ham"," She   is   our   sister ..   She   belongs   2   our   family ..   She   is   d   hope   of   tomorrow ..   Pray   4   her
"ham"," So   are   you   guys   asking   that   i   get   that   slippers   again   or   its   gone   with   last   year " 

"ham"," Company   is   very   good . environment   is   terrific   and   food   is   really   nice : ) " 

"spam"," Text82228 > >   Get   more   ringtones
"ham"," Honestly   i ' ve   just   made   a   lovely   cup   of   tea   and   promptly   dropped   my   keys   in   it   and   then   burnt   my   fingers   getting   them   out ! " 

"ham"," Yup   but   not   studying   surfing   lor .   I ' m   in   e   lazy   mode   today . " 

"ham"," Please   sen   : ) my   kind   advice   : - ) please   come   here   and   try : - ) " 

"ham"," I ' m   done .   C   ü   there . " 

"ham"," Oh   fine
"ham"," Ü   give   me   some   time   to   walk   there . " 

"ham"," I ' ll   reach   in   ard   20   mins   ok ... " 

"spam"," FreeMSG   You   have   been   awarded   a   FREE   mini   DIGITAL   CAMERA
"ham"," Fuck   babe   ...   What   happened   to   you   ?   How   come   you   never   came   back ? " 

"spam"," This   message   is   brought   to   you   by   GMW   Ltd .   and   is   not   connected   to   the " 

"ham"," Some   friends   want   me   to   drive   em   someplace
"ham"," I   also   thk   too   fast ...   Xy   suggest   one   not   me .   U   dun   wan   it ' s   ok .   Going   2   rain   leh   where   got   gd . " 

"ham"," Are   you   still   getting   the   goods . " 

"ham"," And   maybe   some   pressies " 

"ham"," Yeah   I   am
"ham"," K .. k .. i ' m   also   fine : ) when   will   you   complete   the   course ? " 

"ham"," Under   the   sea
"ham"," I   told   her   I   had   a   Dr   appt   next   week .   She   thinks   I ' m   gonna   die .   I   told   her   its   just   a   check .   Nothing   to   be   worried   about .   But   she   didn ' t   listen . " 

"ham"," You   in   your   room ?   I   need   a   few " 

"ham"," I   dont   want   to   hear   anything " 

"ham"," Hey .   For   me   there   is   no   leave   on   friday .   Wait   i   will   ask   my   superior   and   tell   you .. " 

"ham"," Ultimately   tor   motive   tui   achieve   korli . " 

"ham"," From   5   to   2   only   my   work   timing . " 

"ham"," …   and   don ‘ t   worry   we ‘ ll   have   finished   by   march   …   ish ! " 

"ham"," The   house   is   on   the   water   with   a   dock
"spam"," Congrats   2   mobile   3 G   Videophones   R   yours .   call   09063458130   now !   videochat   wid   ur   mates
"spam"," Your   next   amazing   xxx   PICSFREE1   video   will   be   sent   to   you   enjoy !   If   one   vid   is   not   enough   for   2 day   text   back   the   keyword   PICSFREE1   to   get   the   next   video . " 

"ham"," Now   thats   going   to   ruin   your   thesis ! " 

"ham"," In   sch   but   neva   mind   u   eat   1 st   lor .. " 

"ham"," Hey   whats   up ?   U   sleeping   all   morning ? " 

"ham"," Erm .   I   thought   the   contract   ran   out   the4th   of   october . " 

"ham"," I   dunno   until   when ...   Lets   go   learn   pilates ... " 

"spam"," U   are   subscribed   to   the   best   Mobile   Content   Service   in   the   UK   for   £ 3   per   ten   days   until   you   send   STOP   to   83435.   Helpline   08706091795. " 

"ham"," Yup   i ' m   elaborating   on   the   safety   aspects   and   some   other   issues .. " 

"spam"," 3   FREE   TAROT   TEXTS !   Find   out   about   your   love   life   now !   TRY   3   FOR   FREE !   Text   CHANCE   to   85555   16   only !   After   3   Free
"ham"," Goodmorning
"ham"," Hi   happy   birthday .   Hi   hi   hi   hi   hi   hi   hi " 

"ham"," I   will   be   outside   office   take   all   from   there " 

"ham"," If   you   don ' t   respond   imma   assume   you ' re   still   asleep   and   imma   start   calling   n   shit " 

"ham"," Aight
"ham"," My   superior   telling   that   friday   is   leave   for   all   other   department   except   ours : ) so   it   will   be   leave   for   you : ) any   way   call   waheed   fathima   hr   and   conform   it : ) " 

"spam"," Join   the   UK ' s   horniest   Dogging   service   and   u   can   have   sex   2 nite ! .   Just   sign   up   and   follow   the   instructions .   Txt   ENTRY   to   69888   now !   Nyt . EC2A .3 LP . msg @ 150 p " 

"ham"," Lol   I   have   to   take   it .   member   how   I   said   my   aunt   flow   didn ' t   visit   for   6   months ?   It ' s   cause   I   developed   ovarian   cysts .   Bc   is   the   only   way   to   shrink   them . " 

"ham"," Still   work   going   on : ) it   is   very   small   house . " 

"ham"," My   friend   just   got   here   and   says   he ' s   upping   his   order   by   a   few   grams   ( he ' s   got   $   & lt ; #& gt ;   )
"ham"," Tmr   timin   still   da   same   wat   cos   i   got   lesson   until   6... " 

"ham"," That ‘ s   the   thing   with   apes
"spam"," Sunshine   Quiz   Wkly   Q !   Win   a   top   Sony   DVD   player   if   u   know   which   country   Liverpool   played   in   mid   week ?   Txt   ansr   to   82277.   £ 1.50   SP : Tyrone " 

"ham"," No   i ' m   not   gonna   be   able   to .   | |   too   late   notice .   | |   i ' ll   be   home   in   a   few   weeks   anyway .   | |   what   are   the   plans " 

"ham"," Got   fujitsu
"ham"," Okie ...   Thanx ... " 

"ham"," Gosh   that  
"ham"," As   usual .. iam   fine
"ham"," Okie " 

"ham"," So   when   you   gonna   get   rimac   access " 

"ham"," " " Im   at   arestaurant   eating   squid !   i   will   be   out   about   10 : 30   wanna   dosomething   or   is   that   to   late ? " " " 

"ham"," You   call   times   job   today   ok   umma   and   ask   them   to   speed   up " 

"ham"," " " HELLO   U . CALL   WEN   U   FINISH   WRK . I   FANCY   MEETIN   UP   WIV   U   ALL   TONITE   AS   I   NEED   A   BREAK   FROM   DABOOKS .   DID   4   HRS   LAST   NITE + 2   TODAY   OF   WRK ! " " " 

"ham"," R   U   & SAM   P   IN   EACHOTHER .   IF   WE   MEET   WE   CAN   GO   2   MY   HOUSE " 

"ham"," : - )   yeah !   Lol .   Luckily   i   didn ' t   have   a   starring   role   like   you ! " 

"ham"," Hello   madam   how   are   you   ? " 

"ham"," Awesome
"ham"," As   usual .. iam   fine
"spam"," Knock   Knock   Txt   whose   there   to   80082   to   enter   r   weekly   draw   4   a   £ 250   gift   voucher   4   a   store   of   yr   choice .   T & Cs   www . tkls . com   age16   to   stoptxtstop £ 1.50 / week " 

"ham"," Yes .   It ' s   all   innocent   fun .   O : - ) " 

"ham"," Thanks   for   sending   this   mental   ability   question .. " 

"ham"," Sir
"ham"," 2 marrow   only .   Wed   at     & lt ; #& gt ;     to   2   aha . " 

"ham"," I   went   to   ur   hon   lab   but   no   one   is   there . " 

"ham"," I   cant   pick   the   phone   right   now .   Pls   send   a   message " 

"ham"," Hey   pple ... $ 700   or   $ 900   for   5   nights ... Excellent   location   wif   breakfast   hamper ! ! ! " 

"spam"," < Forwarded   from   21870000 > Hi   -   this   is   your   Mailbox   Messaging   SMS   alert .   You   have   40   matches .   Please   call   back   on   09056242159   to   retrieve   your   messages   and   matches   cc100p / min " 

"ham"," How   come ? " 

"ham"," Lol !   Nah   wasn ' t   too   bad   thanks .   Its   good   to   b   home   but   its   been   quite   a   reality   check .   Hows   ur   day   been ?   Did   u   do   anything   with   website ? " 

"ham"," Ok   lor ... " 

"ham"," I ' m   coming   home   4   dinner . " 

"ham"," S   da .. al   r   above     & lt ; #& gt ; " 

"spam"," FREE   RING   TONE   just   text   " " POLYS " "   to   87131.   Then   every   week   get   a   new   tone .   0870737910216 yrs   only   £ 1.50 / wk . " 

"ham"," Unni   thank   you   dear   for   the   recharge .. Rakhesh " 

"ham"," I   know   I ' m   lacking   on   most   of   this   particular   dramastorm ' s   details   but   for   the   most   part   I ' m   not   worried   about   that " 

"ham"," Haha ...   They   cant   what ...   At   the   most   tmr   forfeit ...   haha   so   how ? " 

"ham"," Hey   there !   Glad   u   r   better   now .   I   hear   u   treated   urself   to   a   digi   cam
"ham"," No   way   I ' m   going   back   there ! " 

"spam"," URGENT !   Your   mobile   No   077 xxx   WON   a   £ 2
"ham"," I   WILL   CAL   YOU   SIR .   In   meeting " 

"ham"," That ' s   what   I   love   to   hear   : V   see   you   sundayish
"ham"," Sorry   da   thangam
"ham"," Tiwary   to   rcb . battle   between   bang   and   kochi . " 

"ham"," Thank   god   they   are   in   bed ! " 

"ham"," No   I   don ' t   have   cancer .   Moms   making   a   big   deal   out   of   a   regular   checkup   aka   pap   smear " 

"ham"," Am   in   gobi   arts   college " 

"ham"," Why   she   wants   to   talk   to   me " 

"ham"," Pandy   joined   4 w   technologies   today . he   got   job .. " 

"spam"," You   are   guaranteed   the   latest   Nokia   Phone
"ham"," They   can   try !   They   can   get   lost
"ham"," Hi !   You   just   spoke   to   MANEESHA   V .   We ' d   like   to   know   if   you   were   satisfied   with   the   experience .   Reply   Toll   Free   with   Yes   or   No . " 

"ham"," My   friends   use   to   call   the   same . " 

"ham"," Sorry
"ham"," Em
"ham"," It
"ham"," Hi
"ham"," You   might   want   to   pull   out   more   just   in   case   and   just   plan   on   not   spending   it   if   you   can
"ham"," Do   you   like   shaking   your   booty   on   the   dance   floor ? " 

"ham"," Text   me   when   you   get   off
"ham"," No   need   for   the   drug   anymore . " 

"ham"," Sorry   da : ) i   was   thought   of   calling   you   lot   of   times : ) lil   busy . i   will   call   you   at   noon .. " 

"ham"," Its   sarcasm ..   . nt   scarcasim " 

"ham"," Great !   I   have   to   run   now   so   ttyl ! " 

"ham"," Feel   like   trying   kadeem   again ?   : V " 

"ham"," Dai     & lt ; #& gt ;     naal   eruku . " 
